identifier,Reconciled names,"Name (Last, First)",image,BG's Nickname or Reference,Life Dates,Biographical Description
00817,James Whitbread Lee Glaisher,"Glaisher, James Whitbread Lee",James Whitbread Lee Glaisher.jpg,"""Dr. J.W.L. Glaisher""",1848-1928,"Collector of English ceramics; trustee of the Fitzwilliam Museum in Cambridge; chair of Mathematics at Trinity College"
00818,"Clark, Thomas B.","Clark, Thomas B.",,,1848-1931,"Art collector from New York City, patron of American contemporary art"
00819,Henry Golden Dearth,"Dearth, Henry Golden",Dearth.jpg,,1864-1918,"American landscape painter, specialized in scenes of Long Island, Normandy, and Brittany"
00820,"Worch, Edgar","Worch, Edgar",,,1880-1972,"German art collector and dealer, dealt mainly Chinese ceramics"
00821,Grenville Lindall Winthrop,"Winthrop, Grenville Lindall",H. Harris Brown - Grenville Lindall Winthrop (1864-1943) - H688 - Harvard Art Museums.jpg,,1864-1943,"American lawyer and art collector from New York City; bequeathed his entire art collection to the Fogg Art Museum"
00822,Irene Vavasour Elder,"Perkins, Irene Vavasour Elder",,,1883-1971,"British art historian, second wife of Frederick Mason Perkins"
00823,William Loeb Jr.,"Loeb, William, Jr.",William Loeb Jr cph.3a01288 (cropped).jpg,Collector Loeb,1866–1937,"Collector of the Port of New York from 1909 to 1913"
00824,"Bigelow, Poutlney","Bigelow, Poutlney",,,1855–1954,"American writer and journalist"
00825,"Kennedy, Charles Rann","Kennedy, Charles Rann",,Rann Kennedy,1871-1950,"American writer, actor, and theatrical business manager"
00826,Mariana Griswold Van Rensselaer,"Van Rensselaer, Mariana Alley Griswold",Mrs. Schuyler Van Rensselaer (Mariana Griswold) MET DT94 (cropped).jpg,Mrs. Van Rensselaer,1851–1934,"American architectural critic and writer"
00827,"Winter, William","Winter, William",,Old Mr. Winter,1836–1917,"American theatre critic, writer, and poet"
00828,"Hapgood, Emile Bigelow","Hapgood, Emile Bigelow",,Mrs. Norman Hapgood,1868–1930,"American theatrical producer and philanthropist"
00829,Lady Sybil Cuffe,"Cutting, Lady Sybil",Lady Sybil Cuffe (1879–1943).png,"""austere partner"" of the ""Byronic Scott""",1879–1943,"Salon host at the Medici Villa"
00830,Okakura Kakuzō,Okakura Kakuzō,Okakura Kakuzo Portrait c1905.png,,1863-1913,"also known as Okakura Tenshin (岡倉 天心), Japanese scholar and art critic, one of the principal founders of the Tokyo Fine Arts School"
00831,"Ripley, Mary Baldwin Hyde","Ripley, Mary Baldwin Hyde",,Mrs. Ripley,1866–1938,"Wife of Sidney Dillon Ripley"
00832,Carlo Placci,"Placci, Carlo",,,1861–1941,"Italian writer"
00833,"Placci, Maria del Carmen","Placci, Maria del Carmen",,"""Carlo Placci's sister""",1853–1920,"Wife of Albert Sancholle Henraux"
00834,"Bobrinsky, Alexey Alexeyevich, Count","Bobrinsky, Alexey Alexeyevich, Count",,Bobriniski,1861–1938,"Russian aristocrat, scholar, collector, and ethnographer. Exhibited some of his work at the 1910 Munich exhibition of Islamic art"
00835,"Tyler, George C.","Tyler, George C.",,,1867–1946,"American theatrical producer"
00836,Winthrop Ames,"Ames, Winthrop",Winthrop Ames.jpg,,1870–1937,"American playwright, director, and producer"
00837,"Gould, Frank","Gould, Frank",,,1877–1956,"American financier and philanthropist"
00838,"Smith, Jeannie Porter Steele Robinson","Smith, Jeannie Porter Steele Robinson",,,1858–1945,"New York socialite, wife of Charles Robinson Smith"
00839,"Belasco, David","Belasco, David",,,1853-1931,"American playwright, director, and producer"
00840,"Rundquist, Anna Olivia","Rundquist, Anna Olivia",,Olive Fremstad; Madame Fremstad,1871-1951,"stage name Olive Fremstad, celebrated Swedish-American opera diva"
00841,"Caruso, Enrico","Caruso, Enrico",,,1873-1921,"Italian opera singer"
00842,"Class, Morris","Class, Morris",,Dr. Morris Class,,"unidentified"
00843,"Herford, Margaret Regan","Herford, Margaret Regan",,Mrs. Oliver Herford,fl. 1904–35,"American writer, illustrator, and playwright, wife of Oliver Herford"
00844,"Lodge, John Ellerton","Lodge, John Ellerton",,,1876-1942,"Curator of the Department of Chinese and Japanese Art at the Boston Museum, then director of the Freer Gallery"
00845,"Carter, Morris","Carter, Morris",,,1877-1965,"Director of the Isabella Stewart Gardner Museum"
00846,Elise Block,"Seligmann, Elise",,,,"daughter of Jacques and Ella Seligmann, according to BG, but we have not been able to confirm this connection"
00847,Lydia Richardson Pratt,"Babbott, Lydia Richardson Pratt",,,1857–1904,"wife of Frank L. Babbott, daughter of Standard Oil executive Charles Pratt"
00848,Clyde Fitch,"Fitch, Clyde",Clyde Fitch.jpg,,1865-1909,"American dramatist, most popular writer for the Broadway stage of his time (c. 1890–1909)"
00849,"Widener, George Dunton","Widener, George Dunton",,,1861–1912,"American businessman"
00850,Arthur Joseph Sulley,"Sulley, Arthur Joseph",,,1853–1930,"London art dealer"
00851,"Kahn, Addie Wolff","Kahn, Addie Wolff",,Mrs. Otto Kahn,1875-1949,"Prominent member of New York’s high society, wife of Otto Kahn"
00852,"Kelekian, Dikran Garabed","Kelekian, Dikran Garabed",,,1868-1951,"Armenian collector and dealer of ancient, medieval, and Islamic art"
00853,Grover Cleveland,"Cleveland, Grover",Grover Cleveland - NARA - 518139 (cropped).jpg,,1837–1908,"22nd and 24th U.S. President"
00854,"Dane, Ernest Blaney","Dane, Ernest Blaney",,,1868-1942,"Boston banker and philanthropist, collector of Chinese art, husband of Helen Pratt Dane"
00855,"Dane, Helen Pratt","Dane, Helen Pratt",,,1867-1949,"Chinese art collector, daughter of Charles Pratt (founder of the Pratt Institute), wife of Ernest B. Dane"
00857,Andrew W. Mellon,"Mellon, Andrew W.",AWMellon.jpg,,1855–1937,"Banker, collector, and philanthropist; U.S. Secretary of the Treasury (1921–1932)"
00858,Samuel Henry Kress,"Kress, Samuel H.",Sam kress.jpg,,1863–1955,"Businessman, collector, and philanthropist"
00859,Charles R. Henschel,"Henschel, Charles R.",,,d. 1956,"American art dealer, Director of M. Knoedler & Co Gallery"
00860,"Ledyard, Isabel Morris","Ledyard, Isabel Morris",,,1862-1955,"Daughter of John Albert Morris, wife of Lewis Cass Ledyard"
00861,Meyer Schapiro,"Schapiro, Meyer","Meyer Schapiro, Art Historian, cropped.jpg",,1904–1996,"American art historian and professor at Columbia University"
00862,Royal Cortissoz,"Cortissoz, Royal",Royal Cortissoz 2.jpg,,1869–1948,"American art historian and art critic at the New York Herald Tribune"
00863,"Reimer, Jakob","Reimer, Jakob",,,1877–1958,"Abbott of St. Peter's Abbey in Salzburg"
00864,"Swarzenski, George","Swarzenski, George",,,1876–1957,"German historian of Medieval art, father of Hanns Swarzenski"
00865,"Mali, Pierre","Mali, Pierre",,,1856-1923,"Consul-General for Belgium in New York"
00866,"Mali, Frances Johnston","Mali, Frances Johnston",,,1857-1928,"NY Society member, wife of Pierre Mali (Belgian Consul-General)"
00867,Fritz Saxl,"Saxl, Friedrich",Fritz Saxl Foto.jpg,,1890–1948,"Austrian-born British art historian, instrumental in moving the Warburg Institute to London in the 1930s after the rise of Nazism in Europe"
00868,Adelyn Dohme Breeskin,"Breeskin, Adelyn Dohme",,,1896–1986,"American art historian, curator, and longtime director of the Baltimore Museum of Art"
00869,Henry J. Duveen,"Duveen, Henry J.",Henry J. Duveen 1854-1919.jpg,,1854–1919,"British art dealer, co-founder of Duveen Brothers"
00871,"Meyer, Mrs. Julius","Meyer, Mrs. Julius",,,,"Unidentified wife of Julius P. Meyer"
00872,"Greene, Josephine Alice Wells","Greene, Josephine Alice Wells",,,1884–1976,"Wife of Russell de Costa Greene"
00873,"Talleyrand-Périgord, Hélie de, Duke of Sagan","Talleyrand-Périgord, Hélie de, Duke of Sagan",,,1859–1937,"French socialite"
00874,Richard Nikolaus von Coudenhove-Kalergi,"Coudenhove-Kalergi, Richard von",Graf Richard Nikolaus von Coudenhove-Kalergi (1894–1972) ~1930.jpg,,1894–1972,"German-Japanese Politician and writer"
00875,"Sibyl, Lady Colefax","Colefax, Sibyl","Sibyl, Lady Colefax with Cecil Beaton.jpg",,1874–1950,"British sociate and interior decorator"
00876,Steinmeyers,Steinmeyers,,,,"unidentified"
00877,"Husselman, Elior Mullett","Husselman, Elior Mullett",,,1900–1996,"Curator of Manuscripts and Papyrology at the University of Michigan"
00878,Ben Edwin Perry,"Perry, Ben Edwin",,,1892–1968,"American Classics professor at the University of Illinois Urbana-Champaign"
00879,Kirsopp Lake,"Lake, Kirsopp",Kirsopp Lake.jpg,,1872–1946,"British Biblical scholar and Professor at Harvard Divinity School"
00880,Clarence H. Mackay,"Mackay, Clarence H.",Clarence Mackay LCCN2014718828 (cropped).jpg,,1874–1938,"American financier and chariman of Postal Telegraph and Cable Corporation"
00881,Anna Hyatt Huntington,"Huntington, Anna Vaughn Hyatt",Anna Vaughn Hyatt in 1921 (cropped).jpg,,1876–1973,"American sculptor, second wife of Archer Milton Huntington"
00882,Constantin Brâncuș,"Brancusi, Constantin",Edward Steichen - Brancusi.jpg,,1876-1957,"Romanian sculptor, painter and photographer"
00883,Vernon Howe Bailey,"Bailey, Vernon Howe","Vernon Howe Bailey, 5-15-24 LOC npcc.11235 (cropped).jpg",,1874-1953,"American artist, illustrator, and writer; major contributor to Scribner's and Harper's"
00884,Arthur Haseloff,"Haseloff, Arthur",,,1872–1955,"German art historian"
00885,Constables,Constables,,,,"Unidentified husband and wife; perhaps William George Constable"
00886,Lionello Venturi,"Venturi, Lionello",Lionello Venturi (2).jpg,,1885–1961,"Italian art historian"
00887,"White, Virginia V.","White, Virginia V.",,,1902–1990,"Cataloguer working under Belle da Costa Greene at the PML"
00888,Josef Strzygowski,"Strzygowski, Josef Rudolph Thomas",Strzygowski Josef1.jpg,,1862–1941,"Polish-Austrian art historian"
00889,Frederic G. Kenyon,"Kenyon, Frederic George, Sir",Frederic George Kenyon.jpg,,1863–1952,"English Biblical scholar and Director of the British Museum"
00890,Alwyn Faber Scholfield,"Scholfield, A.F.",,,1884–1969,"British Classics scholar and librarian at the University of Cambridge"
00891,"Giles Fox-Strangways, 6th Earl of Ilchester","Ilchester, Giles Fox-Strangways, 6th Earl of",,Ilchester,1874–1959,"British philanthropist, Trustee of the National Portrait Gallery, and later British Museum Trustee"
00892,Robert Pierpont Blake,"Blake, Robert Pierpont",Robert Pierpont Blake.png,,1886–1950,"American art historian specializing in Byzantine culture"
00893,"Lawton, Mary","Lawton, Mary",,,,"American actress"
00894,"Whaley, Mr.","Whaley, Mr.",,,,"Unidentified employee of the Metropolitan Museum's Paintings Department"
00895,Abigail Greene Aldrich,"Rockefeller, Abby Aldrich",Abby Rockefeller LCCN2014718060 (cropped).jpg,,1874–1948,"American philanthropist and co-founder of the Museum of Modern Art"
00896,Eustache de Lorey,"Lorey, Eustache de",,,,"French diplomat, archaeologist, collector and historian of Islamic art"
00897,Umberto Gnoli,"Gnoli, Umberto",Umberto Gnoli.jpg,,1878-1947,"Italian art dealer who offered The Betrothal of St. Ursula by the Spanish Forger to the Metropolitan Museum"
00898,Raimond van Marle,"Marle, Raimond, van",,,1887–1936,"Dutch art historian"
00899,"Maclagan, Helen Elizabeth Lascelles","Maclagan, Helen Elizabeth Lascelles",,Mrs. Maclagan,1879–1942,"Wife of Eric Maclagan"
00900,Eric Maclagan,"Maclagan, Eric",Ericmaclagan.jpg,,1879–1951,"British art historian and Director of the Victoria & Albert Museum"
00901,Charles Oursel,"Oursel, Charles",,,1876–1967,"French historian and librarian"
00902,"Burke, A.","Burke, A.",,"""Dr."" A. Burke",,"Unidentified scholar who wanted to work for Bernard Berenson, though BB ""threw him out lock, stock & barrell"""
00903,Charles Vignier,"Vignier, Charles",,,1863-1934,"Swiss-born poet, writer, collector, and dealer of antiquities"
00904,Jane Norton Wigglesworth,"Wigglesworth, Jane Norton",,"""Mrs. Grew""",1836-1920,"Mother of Jane Norton Grew Morgan"
00905,"Loeser, Olga Kaufmann-Lebert","Loeser, Olga Kaufmann-Lebert",,Mrs. Loeser,,"née Kaufmann-Lebert; Jewish German pianist, wife of art historian Charles Alexander Loeser"
00906,Joseph Wilpert,"Wilpert, Joseph",Joseph Wilpert.jpg,,1857–1944,"German art historian specializing in ancient Christianity and the Roman catacombs"
00907,"Sachs, Arthur","Sachs, Arthur",,,1880–1975,"American investment banker and art collector"
00908,"Sachs, Alice","Sachs, Alice",,,1885–1930,"Co-founder of the New York Jewish Protectory and Aid Society and the Cedar Knolls School for Girls ; first wife of Arthur Sachs"
00909,"Benson, Reginald ""Rex"" Lindsay","Benson, Reginald ""Rex"" Lindsay",,Rex Benson,1889–1968,"English merchant banker"
00910,"Ford, Henry","Ford, Henry",,,1863–1947,"American business leader, founder of Ford Motor Company, art collector"
00911,Josephine Porter Boardman,"Crane, Josephine Porter",,,1873–1972,"American arts patron, socialite, and Museum of Modern Art Trustee"
00912,"Cook, Walter","Cook, Walter",,,1888–1962,"American art historian"
00913,Michael Friedsam,"Friedsam, Michael",Michael Friedsam LCCN2014709291.jpg,,1860–1931,"American philanthropist"
00914,Franz Kleinberger,"Kleinberger, Franz",,,1958–1937,"European art dealer"
00915,Arthur Kingsley Porter,"Porter, Arthur Kingsley",Arthur Kingsley Porter Passport (cropped).jpg,,1883–1933,"American medievalist scholar"
00916,Charles Loeser,"Loeser, Charles Alexander",Charles Loeser.jpg,,1864–1928,"American art historian and collector"
00917,Dudley Peter Allen,"Allen, Dudley Peter","Dudley Peter Allen, by August Reinhold Franzén.jpg",Dr. Allen,1852-1915,"American surgeon, writer, and art patron, huband of Elisabeth Severance Prentiss"
00918,Elisabeth Severance Prentiss,"Prentiss, Elisabeth Severance",Philip de Lazlo - Elisabeth Severance Prentiss (Mrs. F.F. Prentiss) 1932 prentiss-6715.jpg,Mrs. Allen,1865-1944,"American philanthropist and art collector; wife of Dudley Allen Peter"
00919,Alexis Carrel,"Carrel, Alexis",Alexis Carrel 1912.jpg,,1873-1944,"French surgeon and biologist; Nobel Prize recipient in Physiology or Medicine in 1912"
00920,"Rosenberg, Paul","Rosenberg, Paul",,,1881-1959,"French art dealer; represented Picasso, Braque and Matisse"
00921,"Adams, Ellen Delano","Adams, Ellen Delano",,,1884-1976,"American socialite, niece of Harry Walters and cousin of FDR"
00922,Langdon Warner,"Warner, Langdon",Langdon Warner.png,,1881-1955,"American archaeologist and art historian specializing in East Asian art, curator at the Fogg Museum and professor at Harvard"
00923,"Putnam, Herbert","Putnam, Herbert",,,1861-1955,"American librarian, eighth Librarian of Congress from 1899 to 1939"
00924,Eleanor Franklin Egan,"Egan, Eleanor Franklin",Eleanor Franklin Egan 1921.png,,1879-1925,"American writer, wife of Martin Egan"
00925,"Steele, Charles","Steele, Charles",,,1857-1939,"American lawyer and philanthropist who was a member of J.P. Morgan & Co. for 39 years; husband of Nannie Gordon French"
00926,"Steele, Ann ""Nannie"" Gordon French","Steele, Ann ""Nannie"" Gordon French",,,1866-1932,"New York society member, wife of Charles Steele"
00927,Max Eastman,"Eastman, Max",Max Eastman.jpg,,1883-1969,"prominent American political activist; writer on literature, philosophy and society"
00928,Lincoln Steffens,"Steffens, Lincoln",Lincoln Steffens.jpg,,1866-1936,"American investigative journalist, one of the leading muckrakers of the Progressive Era"
00929,"Haywood, William ""Bill"" Dudley","Haywood, William ""Bill"" Dudley",,"""Big Bill""",1869-1928,"American labor organizer and founding member and leader of the Industrial Workers of the World (IWW); on executive committee of the Socialist Party of America"
00930,"Woods, Arthur Hale","Woods, Arthur Hale",,Police Commissioner Woods,1870-1942,"American educator, journalist, law enforcement; served as New York City Police Commissioner 1914-1918"
00931,Ralph Pulitzer,"Pulitzer, Ralph",Ralph Pulitzer.jpg,,1879-1939,"American heir, newspaper publisher and author; served as president of the Press Publishing Co."
00932,Frederica Vanderbilt Webb,"Webb, Frederica Vanderbilt",Mrs. Ralph Pulitzer LCCN2014686369 (cropped).jpg,,1882-1949,"New York society member; daughter of businessman William Seward Webb; first wife of Ralph Pulitzer (until 1924)"
00933,J. Williams Beal,"Beal, J. Williams",J Williams Beal architect Boston.png,Mr. Beal of Boston,1855-1919,"Boston architect"
00934,Jean Metzinger,"Metzinger, Jean","Jean Metzinger, photograph circa 1912.jpg",,1883-1956,"French painter, theorist, writer, critic and poet"
00935,"Wyndham, Richard","Wyndham, Richard",,Dickie Wyndham,1896–1948,"British artist and collector"
00936,Edouard Gustave Kann,"Kann, Édouard Gustave",,,,"French collector, son of the collector Rodolphe Kann and nephew of the collector Maurice Kann"
00937,Harold Woodbury Parsons,"Parsons, Harold Woodbury",,,1882–1967,"European representative to the Cleveland Museum of Art"
00938,"Abdy, Robert, Sir, 5th Baronet","Abdy, Robert, Sir, 5th Baronet",,,1896–1976,"British peer and art dealer"
00939,"Thomas Coke, 4th Earl of Leicester","Coke, Thomas, 4th Earl of Leicester",,,1880–1949,"British peer, army officer, and owner of an important collection of manuscripts preserved at Holkham Hall, some of which were sold to the PML"
00940,Léon Dorez,"Dorez, Léon",,,1864–1922,"French librarian and collector"
00941,Camille Gaspar,"Gaspar, Camille",,,1876–1960,"Curator of Manuscripts at the Royal Library of Belgium"
00942,Ernst Kühnel,"Kühnel, Ernst",Ernst Kühnel Makes His Acceptance Speech of the Freer Bronze Medal.jpg,,1882–1964,"German art historian specializing in Islamic art"
00943,Gaston Migeon,"Migeon, Gustave Achille Gaston",,,1861–1930,"French art historian"
00944,Otto Kümmel,"Kümmel, Otto","Bundesarchiv Bild 183-L08363, Prof. Dr. Otto Kümmel.jpg",,1874–1952,"German art historian"
00945,Ernst Diez,"Diez, Ernst",Richard Gerstl - Professor Ernst Diez - 4036 - Österreichische Galerie Belvedere.jpg,,1878–1961,"German art historian"
00946,"Masefied, John","Masefied, John",,,1878–1967,"English poet"
00947,"Irene Curzon, 2nd Baroness Ravensdale","Curzon, Irene, 2nd Baroness Ravensdale","Mary Irene Curzon, Baroness Ravensdale.jpg","""the Ravensdale female""",1896–1966,"British peer, philanthropist, and socialite"
00948,"Diehl, Charles","Diehl, Charles",,,1859–1944,"French art historian specializing in Byzantine art"
00949,"Dunn, Julia","Dunn, Julia",,,,"Unidentified. Apparently not the artist who died in 1923, given that the letter mentioning her is dated 1926"
00950,Josef Bick,"Bick, Josef",,Bick of Vienna,1880–1952,"General Director of the Austrian National Library"
00951,Dalton,Dalton,,,,"Unidentified owner of a private library"
00952,"Carter, J. Purves","Carter, J. Purves",,Purves Carter,,"founder of the Villa Torrigiani Academy in Florence"
00953,André de Hevesy,"Hevesy, André de",,,,"French scholar"
00954,Delle Torre,Delle Torre,,,,"Unidentified Italian scholar"
00955,Ida Tarbell,"Tarbell, Ida",Ida M. Tarbell crop.jpg,,1857–1944,"American investigative journalist"
00956,"Duveen, Elsie (née Salomon)","Duveen, Elsie (née Salomon)",,Lady Joe,1881–1963,"Wife of Joseph Duveen"
00957,Alfoneti,Alfoneti,,,,"Unidentified"
00958,Lafontaine,Lafontaine,,,,"Unidentified"
00959,"Raphael, Oscar Charles","Raphael, Oscar Charles",,,1874-1941,"British art collector of Oriental objects, many of which were donated to the British and Fitzwilliam Museums"
00960,Rinaldio,Rinaldio,,,,"Unidentified"
00961,"Richards, Grant","Richards, Grant",,,1872-1948,"British publisher and writer, founded the small British publishing house in his namesake in 1897"
00962,Elisina Palamidessi de Castelvecchio Richards Tyler,"Tyler, Elisina",,Mrs. Royall Tyler,1878-1959,"born Elisina Palamidessi de Castelvecchio, close friend of Edith Wharton, first wife of Grant Richards, later wife of Royall Tyler"
00963,Diamond Jim Brady,"Brady, James Buchanan",Diamond Jim Brady.jpg,Diamond Jim Brady,1856-1917,"American businessman, financier and philanthropist of the Gilded Age"
00964,Mildred Barnes Bliss,"Bliss, Mildred Barnes",Mildred Barnes Bliss.jpg,,1879–1969,"American art collector and philanthropist, co-founder of Dumbarton Oaks"
00965,Grenfells,Grenfells,,,,"unidentified"
00966,Frank Lämmer,Esher,,,,"unidentified"
00967,"Shonnard, Mary Elizabeth Joyce","Shonnard, Mary Elizabeth Joyce",,Betty Shonnard,1884–1948,"wife of Herbert Seymour Shonnard"
00968,"Suarez, Diego","Suarez, Diego",,,1888–1974,"Colombian-American garden designer"
00969,Justine B. Cushing,"Cushing, Mrs.",,,,"unidentified"
00970,Kurt Walter Bachstitz,"Bachstitz, Kurt Walter",Bachstitz Walter portrait by Arnold Genthe (1923).png,,1882–1949,"German-Austrian art dealer"
00971,"Hope-Johnstone, John","Hope-Johnstone, John",,,,"English art collector"
00972,"Sherrill, General","Sherrill, General",,,,"Director of NYU Art Department"
00973,Yukio Yashiro,"Yashiro, Yukio",Yukio Yashiro Shinchosha 1963-1.jpg,,1890–1975,"Japanese art historian"
00974,"Bacon, Edward R.","Bacon, Edward R.",,,1848-1915,"President of a railroad, lawyer, financier, art collector"
00975,"Menken, Gretchen (von Briesen)","Menken, Gretchen (von Briesen)",,,1878-1938,"New York City socialite, wife of Solomon Stanwood Menken"
00976,Solomon Stanwood Menken,"Menken, Solomon Stanwood",,,1870-1954,"American attorney, helped found Democratic League of New York and the National Security League; husband of Gretchen von Briesen Menken"
00977,"Polignac, La comtesse Jean de (née Marie-Blanche di Pietro)","Polignac, La comtesse Jean de (née Marie-Blanche di Pietro)",,,1897–1958,"Fashion executive and socialite"
00978,"Polignac,  Jean Marie Henri Melchior, Count de","Polignac,  Jean Marie Henri Melchior, Count de",,,1888–1943,"French artistocrat"
00979,Lodge,Lodge,,,,"unidentified"
00980,"Rogers, Bruce","Rogers, Bruce",,,1870–1957,"American typographer and book designer"
00981,"Guinness, May","Guinness, May",,Mrs. Guinness,1863-1955,"Irish painter"
00982,"Whiteside, Eleanor Anne Shattuck","Whiteside, Eleanor Anne Shattuck",,,1842-1917,"Boston woman, friend of the Boston Museum"
00983,"Yeats, William Butler (W.B.)","Yeats, William Butler (W.B.)",,,1865-1939,"Irish poet, dramatist and writer, driving force behind the Irish Literary Revival"
00984,Theron J. Blakeslee,"Blakeslee, Theron J.",,,d. 1914,"American art collector and dealer"
00985,"Quinn, John","Quinn, John",,,1870-1924,"Corporate lawyer; collector of modern paintings, drawings, sculpture, manuscripts of contemporary authors, African, pre-Columbian and Asian art"
00986,Tahizadreb,Tahizadreb,,,,"unidentified Iranian scholar"
00987,"Howard, Esmé","Howard, Esmé",,,1863–1839,"British diplomat to the United States, 1924–1930"
00988,"Coudenhove-Kalergi, Ida Roland","Coudenhove-Kalergi, Ida Roland",,The Coudenhove woman,1881–1951,"Austrian actress, first wife of Richard von Coudenhove-Kalergi"
00989,"Emmet, Marie Louise Case","Emmet, Marie Louise Case",,May Lou Emmet,1858–1930,"Alumna of Barnard College, active in NYC welfare work"
00990,Booth,Booth,,,,"unidentified"
00991,Holstein,Holstein,,,,"unidentified friend of Nicky Mariano"
00992,Paul of Greece,Paul of Greece,Paul I of Greece.jpg,,,"Greek aristocrat, King of Greece (1947–1964)"
00993,Agroa of Denmark,Agroa of Denmark,,,,"unidentified"
00994,"Barrynine, Shet","Barrynine, Shet",,,,"unidentified"
00995,Mabel Gerry,"Drury, Mabel Gerry",,,1872–1930,"American socialite"
00996,"Wolf-Ferrari, Ermanno","Wolf-Ferrari, Ermanno",,,1876-1948,"Italian composer and teacher, known for his comic operas"
00997,"Kilian, Clara","Kilian, Clara",,,,"Soprano singer, wife of Ermanno Wolf-Ferrari until 1916"
00998,Rudolf Schirmer,"Schirmer, Rudolf",Rudolf Schirmer.jpg,,1859-1919,"Music publisher, trustee of the Institute of Musical Art, director of the Oratorio Society and the New York Symphony Society"
00999,Arturo Toscanini,"Toscanini, Arturo",Toscanini 8.jpg,,1867-1957,"Renowned Italian conductor"
,,,Arturo Toscanini c1930.jpg,,,
01000,"Scotti, Antonio","Scotti, Antonio",,,1866-1936,"Italian baritone, principal artist of the New York Metropolitan Opera for more than 33 seasons"
01001,Peter Townsend Barlow,"Barlow, Peter Townsend",,Judge Barlow,1857-1921,"NYC magistrate, presided over Women’s Night Court"
01002,"Prince Arthur, Duke of Connaught and Strathearn","Albert, Arthur William Patrick","Prince Arthur, 1st Duke of Connaught and Strathearn.jpg","Prince Arthur, Duke of Connaught and Strathearn",1850-1942,"Seventh child and third son of Queen Victoria, 10th Governor General of Canada"
01003,"Blomeith, Carl","Blomeith, Carl",,,unknown,"BG's Chauffeur (named in Dec 1913 letter)"
01004,"Witt, Mary Helene Marten","Witt, Mary Helene Marten",,,1871-1952,"English art collector and founder of the Witt Reference Library, London; wife of Robert Witt"
01005,Harriet Knowles Swinburne,"Swinburne, Harriet K",,,1853-1928,"graduate of Vassar College, wife of William Gardner Hale"
01006,Francis Seymour Haden,"Seymour Haden, Sir Francis",Francis Seymour Haden.jpg,,1818-1910,"English surgeon, better known as an original etcher who championed original printmaking"
01007,"Seymour Haden Jr., Francis","Seymour Haden Jr., Francis",,,1850-1918,"Son of Sir Francis Seymour Haden and Deborah Delano (Whistler) Haden; career as a member of the government in Natal Colony"
01008,Alice DeLamar,"DeLamar, Alice","Alice DeLamar, 1927 (cropped).jpg",,1895-1983,"Patron of the arts; heiress to Joseph Raphael De Lamar"
01009,Payne Whitney,"Whitney, William Payne",William Payne Whitney (ca. 1899).jpg,,1876-1927,"American businessman and philanthropist"
01010,"Whitney, Helena Julia Hay","Whitney, Helena Julia Hay",,,1875-1944,"American poet, writer, racehorse owner/breeder, socialite, and philanthropist; wife of William Payne Whitney"
01011,Lady Violet Benson,"Benson, Lady Violet",,,1888-1971,"née Manners, subject of drawings by Watts and Sargent, daughter of Duke of Rutland, former wife of Lord Elcho, 1921: wife to Guy Holford Benson"
01012,"Benson, Morvyth Lilian Ward","Benson, Morvyth Lilian Ward",,,1897-1959,"Daughter of William Humble Ward, 2nd Earl of Dudley, married Air Commodore Constantine Evelyn Benson"
01013,Guy Holford Benson,"Benson, Guy Holford",,,1888-1975,"Son of Robert Henry Benson and Evelyn (Holford) Benson, husband to Lady Violet Benson"
01014,Constantine Evelyn Benson,"Benson, Constantine Evelyn",,,1895-1960,"Air Commodore, son of Robert Henry Benson and Evelyn (Holford) Benson, husband to Lady Morvyth Lilian Ward Benson"
01015,"Ogden, Elisabeth","Ogden, Elisabeth",,,1858-1931,"Socialite and philanthropist, wife of Whitelaw Reid"
01016,"Reid, Whitelaw","Reid, Whitelaw",,,1837-1912,"American politician, diplomat, war correspondent and newspaper editor, husband of Elisabeth Ogden"
01017,Emily Thorn Vanderbilt,"Vanderbilt, Emily Thorn",Emily Thorn Vanderbilt Sloane White.jpg,,1852-1946,"American philanthropist, financed the creation of New York's Sloane Hospital for Women, wife of Henry White (m. 1920)"
01018,,,,,,
01019,,,,,,
01020,,,,,,
01021,,,,,,
01022,,,,,,
01023,,,,,,
01024,,,,,,
01025,,,,,,
01026,,,,,,
01027,,,,,,
01028,,,,,,
01029,,,,,,
01030,,,,,,
01031,,,,,,
01032,,,,,,
01033,,,,,,
01034,,,,,,
01035,,,,,,
01036,,,,,,
01037,,,,,,
