Box Number,Folder Number,Date (YYYY/MM/DD),Letter_ID,I Tatti file name(s),sender,recipient,Letterhead,"Location Written (city, state)",Location Written (country),I Tatti Sheet Number(s),I Tatti Letter Number,Number of Pages,Number of Images,Notes,Accompanying Material,"Subject -- People (Last Name, First Name)",Subjects,Letters Contents,"Name of Transcriber 1 (Last Name, First Name)",Transcriber 1 Initials,Date Claimed (YYYY/MM/DD),Date Completed (YYYY/MM/DD),"Name of Transcriber 2 (Last Name, First Name)",Transcriber 2 Initials,Date Claimed (YYYY/MM/DD),Date Completed (YYYY/MM/DD),Date Finalized (YYYY/MM/DD),
60,04,1909_08_24,00038,"32044150448389_052, 32044150448389_053","Greene, Belle da Costa","Berenson, Bernard",,"New York, NY",United States,157,,1,2,Postcard of Corsair II,,"Berenson, Mary",,Corsair II,"Foner, Daria",DRF,2020/08/19,2020/08/22,"Palmer, Philip",PSP,2021/04/13,2021/04/13,2021/08/31,
60,04,1909_08_31,00039,"32044150448389_047, 32044150448389_048, 32044150448389_049, 32044150448389_050, 32044150448389_051","Greene, Belle da Costa","Berenson, Bernard","LIBRARY OF J. PIERPONT MORGAN, ESQ. THIRTY-THREE EAST THIRTY-SIXTH STREET NEW YORK","New York, NY",United States,154-156,,5,5,"""Keep for me"" written by BB",Originally contained letter from Durrieu to BB.,"Fry, Roger; Jaccaci, Mabel Thayer; Bode, Wilhelm von; Morgan, Junius Spencer; Barnes, Grace Edith; Morgan, J. Pierpont; Durrieu, Paul; Seligmann, Jacques; Morgan, Josephine Adams Perry; Morgan, Alexander Perry; Brunner, Arnold W.; King, Charles W. ; Altman, Benjamin; LaFarge, John; Thurston, Ada; Jaccaci, August; Berenson, Mary",Dutch art; Italian art; private collections,Rembrandt prints; Walters collection catalogue; Raphael; Altman collection; Frans Hals; attributions; Junius Spencer Morgan departure; Scotland,"Foner, Daria",DRF,2020/05/16,2020/05/29,"Palmer, Philip",PSP,2021/04/13,2021/04/13,2021/09/14,
60,05,1909_09_12,00040,"32044150448397_001, 32044150448397_002, 32044150448397_003","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,158-160,,6,3,"""'09"" written by BB",Originally contained letter from Cockerell to BB.,"Morgan, J. Pierpont; Cockerell, Sydney",Dutch art,Rembrandt prints; BG diary; North Pole; Mauretania; Hudson-Fulton week,"Foner, Daria",DRF,2020/08/19,2020/08/23,"Palmer, Philip",PSP,2021/03/16,2021/03/16,2021/09/14,
60,05,1909_09_27,00041,"32044150448397_004, 32044150448397_005","Greene, Belle da Costa","Berenson, Bernard",MR. MORGAN'S LIBRARY / NEW YORK,"New York, NY",United States,161,,3,2,"""'09"" written by BB",,"Robinson, Edward; Duke di Torlonia; Altman, Benjamin; Valentiner, Wilhlem",Dutch art; private collections,Hudson-Fulton week; Dutch masters exhibition at Metropolitan Museum of Art; Altman collection; Frans Hals; attributions; New York; electric lighting; Corsair; Rome,"Foner, Daria",DRF,2020/08/19,2020/08/23,"Palmer, Philip",PSP,2021/03/16,2021/03/16,2021/09/14,
60,05,1909_10_05,00042,"32044150448397_006, 32044150448397_007, 32044150448397_008","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,162-164,,6,3,,,"Forrest, Dick; Myres, Jane Linton; Myres, John L.",private collections,Hudson-Fulton week; Cesnola collection; BG diary; Paris; London; Brooklyn; Italy; BG maid; Naval Parade; Military Ball; Columbia University; University of Liverpool; North Pole,"Foner, Daria",DRF,2020/08/19,2020/08/24,"Palmer, Philip",PSP,2021/03/22,2021/03/22,2021/09/14,
60,05,1909_10_15,00043,"32044150448397_009, 32044150448397_010, 32044150448397_011, 32044150448397_012, 32044150448397_013, 32044150448397_014, 32044150448397_015","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,165-171,,13,7,"""'09"" written by BB",,"Duveen, Joseph  ; Laffan, William Mackay; Robinson, Edward; Morgan, Anne; Imbert, Alexandre; Barnes, Grace Edith; Clarke, Burden; LaFarge, John; Murray, Charles Fairfax; Morgan, J. Pierpont; Reinach, Solomon; Guérin, Jules",Italian art; Chinese art; cultural institutions; private collections,"Pinturicchio, Virgin and Child in Mandorla of Cherubim (MLM, AZ120); Paris; Europe; collection catalogues and their distribution; miniatures catalogue; Chinese porcelain catalogue; paintings catalogue; manuscripts catalogue; Marsden Perry collection; Fra Angelico; Domenico Ghirlandaio, Portrait of Giovanna Tournabuoni (Thyssen-Bornemisza, inv. 158 (1935.6)); Fairfax Murray collection of drawings; Egypt; Venice; Webster Hotel; reframing paintings; England; Biblioteca Nazionale Marciana; Metropolitan Museum of Art","Foner, Daria",DRF,2020/08/19,2020/08/24,"Palmer, Philip",PSP,2021/03/22,2021/03/22,2021/09/21,
60,05,1909_10_28_29,00044,"32044150448397_016, 32044150448397_017, 32044150448397_018, 32044150448397_019, 32044150448397_020, 32044150448397_021","Greene, Belle da Costa","Berenson, Bernard",The Library / Thirty-three East Thirty-sixth Street,"New York, NY",United States,172-174,,9,6,"""09"" written by BB on pages one and seven; 29 Oct 1909 was a Friday",,"Teall, Gardner; Pratt, Frederick; Untermyer, Samuel; Untermyer, Minnie Carl; Jones, Mary Cadwalader Rawle; Douglas, R. Langton; Duveen, Joseph  ; Read, Charles Hercules; Bode, Wilhelm von; Lennox, Lady Blanche Algernon Gordon; Ryan, Thomas Fortune; Seligmann, Jacques; Morgan, J. Pierpont; Rey, Emile; Gardner, Isabella Stewart; Rembielinski, Stanislas",Italian art; Dutch art; cultural institutions; private collections,"Venice; Bardini busts; attributions; Ryan collection; Macrino d'Alba, Self Portrait (MLM, AZ015); Jan Gossaert (copy after), Virgin and Child (Metropolitan, 17.190.17); Jan Gossaert, Portrait of a Man (Currier Musseum of Art, 1951.6); French primitives exhibition; Villa I Tatti; Vanderbilt Cup Race; Workshop of Ferrer Bassa, Polyptych with Scenes from the Life of Christ (MLM, AZ071); Metropolitan Museum of Art; British Museum; Thomas Ryan collection; Settignano; Islip; North Shore, Long Island","Foner, Daria",DRF,2020/08/19,2020/08/24,"Palmer, Philip",PSP,2021/03/23,2021/03/23,2021/09/21,
60,05,1909_11_12,00045,"32044150448397_022, 32044150448397_023, 32044150448397_024, 32044150448397_025, 32044150448397_026","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,175-179,,10,5,"""09"" written by BB",,"Gilder, Helena de Kay; Friedländer, Max Jakob; Gilder, Richard Watson; Sothern, E.H.; Morgan, J. Pierpont; Marlowe, Julia; Duveen, Joseph; Douglas, R. Langton; Knoblauch, Charles E.",British literature; drama; images of BG; cultural institutions,New Theatre; Antony and Cleopatra; Philharmonic; Cottage in the Air; exchange of photographs; Florence; Boston; Kaiser Friedrich Museum; BG portrait,"Foner, Daria",DRF,2020/08/19,2020/08/25,"Palmer, Philip",PSP,2021/03/23,2021/03/23,2021/10/08,
60,05,1909_11_19,00046,"32044150448397_027, 32044150448397_028, 32044150448397_029, 32044150448397_030, 32044150448397_031, 32044150448397_032, 32044150448397_033","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,180-183,,8,7,"First three sheets written on stationery without letterhead. Final sheet written on BELLE stationery; ""09"" written by BB",Originally contained clipping from Evening Sun.,"Blumenthal, George; Bardini, Stefano; Douglas, R. Langton; Laffan, William Mackay; Gilder, Richard Watson; Morgan, J. Pierpont; Seligmann, Jacques; Bode, Wilhelm von; Read, Charles Hercules; Justi, Ludwig",cultural institutions; Italian art; Dutch art; private collections,Death of William Laffan; death of Richard Gilder; Metropolitan Museum of Art governance; Bardini terracotta bust; Foulc collection; Andrea Verrocchio; questions of attribution; Meindert Hobbema; Richard von Kaufmann collection; Leonardo da Vinci; Society of Printers; Berlin; New York Sun,"Foner, Daria",DRF,2020/08/19,2020/08/25,"Palmer, Philip",PSP,2021/03/25,2021/03/25,2021/10/08,
60,05,1909_11_26,00047,"32044150448397_034, 32044150448397_035, 32044150448397_036, 32044150448397_037","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,184-187,,8,4,,,"Denis, Ruth Saint; Cosgrave, John; Hamilton, Juliet Morgan",,Rome; Venice; Siena; Assisi; Everybody's Magazine; Tuxedo; BG diary,"Foner, Daria",DRF,2020/08/19,2021/03/25,"Palmer, Philip",PSP,2021/03/25,2021/03/25,2021/10/08,
60,05,1909_12_13,00048,"32044150448397_038, 32044150448397_039, 32044150448397_040, 32044150448397_041, 32044150448397_042, 32044150448397_043, 32044150448397_044, 32044150448397_045, 32044150448397_046, 32044150448397_047, 32044150448397_048, 32044150448397_049, 32044150448397_050, 32044150448397_051, 32044150448397_052, 32044150448397_053, 32044150448397_054, 32044150448397_055, 32044150448397_056","Greene, Belle da Costa","Berenson, Bernard",,"New York, NY",United States,188-197,,19,19,"Images and I Tatti sheet numbers out of order; no letterhead; ""09"" written by BB",,"Morgan, J. Pierpont; Nichols, Rose Standish; Gardner, Isabella Stewart; M. Desprodel; Cram, Ralph Adams; Cram, Elizabeth; Lowell, Amy; Fields, Anne Adams; Mackaye, Percy; Prof. Scoville; Aldrich, Lilian Woodman; Rogers, Mary Howard; Despradelle, Constant-Désiré",British literature; poetry; fiction; Dutch art; Italian art; Spanish art; American literature; essays; drama; private collections,"Boston; Robert Browning, In a Gondola; Villa I Tatti; Gardner collection; Villa Gamberaia; catalogue of Dutch collection; Raphael, Portrait of Tommaso Inghirami (Gardner Museum, P16e4); Velazquez, Portrait of King Philip IV of Spain (Gardner Museum, P26e18); Andrea Castagno, Portrait of a Man (National Gallery of Art, 1937.1.17); Rodolphe Kann collection; portrait of Bernard Berenson; Thackeray; Tennyson; Emerson; Thoreau; Harvard; Percy Mackaye, The Scarecrow; BG and JPM relationship; Christmas; Harvard Dramatic Association; Lowell family","Foner, Daria",DRF,2020/08/19,2020/09/04,"Palmer, Philip",PSP,2021/03/25,2021/03/25,2021/11/05,
60,05,1909_12_21,00049,"32044150448397_057, 32044150448397_058, 32044150448397_059, 32044150448397_060, 32044150448397_061, 32044150448397_062, 32044150448397_073, 32044150448397_064","Greene, Belle da Costa","Berenson, Bernard",,"New York, NY",United States,198-201,,8,8,"No letterhead; ""09"" written by BB",,"Morgan, J. Pierpont; Laffan, William; Gardner, Isabella Stewart; Huntington, Arabella; Huntington, Archer; Blumenthal, George",Italian literature; poetry; Italian art; Chinese art; cultural institutions,"Dante, Vita Nuova; Christmas; exchange of gifts; editio princeps; Boccaccio's Life of Dante; exhange of books; book on Sienese painting; Velazquez; Metropolitan Museum of Art; Metropolitan Museum Trustees; Wang Seng-Ju, Tears; Villa I Tatti; Berenson, A Sienese Painter of the Franciscan Legend; BG book annotations; J.M. Dent & Son publishers; Mauretania (ship)","Foner, Daria",DRF,2020/08/19,2020/09/04,"Palmer, Philip",PSP,2021/03/26,2021/03/26,2021/11/05,
60,06,1910_01_06,00050,"32044150448405_001, 32044150448405_002, 32044150448405_003","Greene, Belle da Costa","Berenson, Bernard",,,,202-203,,3,3,"No letterhead; ""1910"" written by BB",,"Berenson, Senda; Morgan, J. Pierpont",library work,Christmas gift of book of Italian Renaissance men; work fatigue,"Foner, Daria",DRF,2020/09/18,2020/09/20,"Palmer, Philip",PSP,2021/03/26,2021/03/26,2022/09/13,
60,06,1910_01_18 ,00051,"32044150448405_004, 32044150448405_005, 32044150448405_006, 32044150448405_007, 32044150448405_008, 32044150448405_009, 32044150448405_010","Greene, Belle da Costa","Berenson, Bernard",,,,204-207,,7,7,"No letterhead; ""1910"" written by BB",,"Berenson, Senda; Morgan, J. Pierpont; Bode, Wilhelm von",Italian art; British art,"Delay in letters; BG's diary; New Theatre; Morgan family; Bode attribution; Leonardo da Vinci bust of Flora (Bode Museum, now believed to have been sculpted by Englishman Richard Cocke Lucas)","Foner, Daria",DRF,2020/09/18,2020/09/20,"Palmer, Philip",PSP,2021/03/26,2021/03/26,2022/10/13,
60,06,1910_01_19,00052,"32044150448405_011, 32044150448405_012, 32044150448405_013, 32044150448405_014, 32044150448405_015, 32044150448405_016, 32044150448405_017, 32044150448405_018, 32044150448405_019","Greene, Belle da Costa","Berenson, Bernard",,,,208-212,,9,9,"""1910"" written by BB",,"Morgan, Anne; Hamilton, Juliet Morgan; Morgan, J. Pierpont; Morgan, Junius Spencer (father); Cosgrave, Jack",,"Private train travel; Morgan family; Junius Spencer Morgan Memorial Building, Hartford; ""peepul""","Foner, Daria",DRF,2020/09/18,2020/09/20,"Palmer, Philip",PSP,2021/07/07,2021/07/07,2022/12/16,
60,06,1910_01_23,00053,"32044150448405_020, 32044150448405_021, 32044150448405_022","Greene, Belle da Costa","Berenson, Bernard",BELLE,,,213-215,,6,3,"""1910"" written by BB",,"Berenson, Senda; Lydig, Rita; Kreisler, Fritz",music,Opera,"Foner, Daria",DRF,2020/09/18,2020/09/20,"Palmer, Philip",PSP,2021/07/07,2021/07/07,2022/12/16,
60,06,1910_02_08,00054,"32044150448405_023, 32044150448405_024, 32044150448405_025, 32044150448405_026","Greene, Belle da Costa","Berenson, Bernard",BELLE,,,216-217,,6,4,"""1910"" written by BB",,"Morgan, J. Pierpont",,BG relationship with JPM; desire to learn and travel; BG's social life; Mauretania (ship),"Foner, Daria",DRF,2020/09/18,2020/09/20,"Palmer, Philip",PSP,2021/07/08,2021/07/08,2022/12/16,
60,06,1910_02_24,00055,"32044150448405_027, 32044150448405_028, 32044150448405_029, 32044150448405_030, 32044150448405_031, 32044150448405_032","Greene, Belle da Costa","Berenson, Bernard","12 BENEVOLENT STREET / PROVIDENCE, RHODE ISLAND","Providence, Rhode Island",United States,218-220,,9,6,"Stationery bears the address of the ""Candace Allen House,"" which was inherited by Anne Crawford Allen (Mrs. John Carter Brown II); ""1910"" written by BB",,"Mrs. John Carter Brown II (née Anne Crawford Allen); Perry, Marsden J.; Pendleton, Charles; Hawkins, Rush C.; Pollard, Alfred; Goddard, Mrs.; Clément, Edmond; Johnstone, Lady Antoinette; Morgan, J. Pierpont; Hills, Laura Coombs",British literature; Asian art; cultural institutions; early printed books; American art; images of BG; private collections; music,"Providence, Rhode Island; Chippendale furniture; Sheraton furniture; Lowestoft china; John Carter Brown Library; Marsden Perry's Shakespeare collection; Pendleton collection; General Hawkins's incunabula collection; catalogue of Hawkins collection; fancy dress ball; Pelléas and Mélisande opera; opera rehearsals; ""musical crowd""; BG diary; JPM affairs; BG relationship with JPM; painted portrait of BG; Laura Hills miniature of BG (MLM AZ164); Viennese negligée; BG clothing","Foner, Daria",DRF,2020/09/18,2020/09/20,"Palmer, Philip",PSP,2021/07/08,2021/07/08,2022/12/17,
60,06,1910_03_01,00056,"32044150448405_033, 32044150448405_034, 32044150448405_035, 32044150448405_036, 32044150448405_037, 32044150448405_038, 32044150448405_039, 32044150448405_040, 32044150448405_041, 32044150448405_042","Greene, Belle da Costa","Berenson, Bernard",BELLE,,,221-229,,19,10,"32044150448405_040 does not have I Tatti sheet number; ""1910"" written by BB",,"Reinach, Salomon; Bode, Wilhelm von; Conklin, Roland Ray; Forbes-Robertson, Johnston; Fremstad, Olive; Dyer; Harris, Victor; Mrs. Wellman; Gardiner; Gardner, Isabella Stewart; Morgan, J. Pierpont; Atherton, Gertrude; O'Neil, Nance; Davies, Acton; Bierce, Ambrose; Ditson, Alice; Clémont, Edmond; Wahrlich, Reinhold von; Mazarin, Mariette; Alexander, Mrs. C.B.; Wierzbicki, Vincent de; Collins, Lillie Lang; Jaccaci, Mabel Thayer; Wendell, Barrett; Taylor, Clara Sidney Potter Davidge; Potter, Henry Codman; Tonetti-Dozzi, François Michel Louis; Flameng, François; Shinn, Everett; Shinn, Florence Scovel; Nichols, Rose Standish; Saint-Gaudens, Augustus; Homer, Louise Beatty; Blumenthal, Florence; Lydig, Rita; Stieglitz, Afred; Steichen, Edward; Cosgrave, John O'Hara; Mason, John; Johnson, Robert Underwood",Italian art; American literature; British literature; drama; fiction; poetry; music; language learning; modern art,"Berenson's cold; work on Villa I Tatti; Salomon Reinach article on Leonardo da Vinci; Wilhelm von Bode pamphlet; Huntington, NY; Rosemary Farm; French Count; musicale; Gertrude Atherton's Tower of Ivory (novel); David Belasco's The Lily (play); George du Maurier's Trilby (novel); Macbeth; bad poetry; Richard Strauss's Elektra (opera); BG's French teacher; Pelléas and Mélisande opera; Salomé; Rossellino bust; Photo-Secession Gallery; Henri Matisse drawings; Henri Matisse self-portrait; Steichen photo of Henri Matisse; Richard Strauss's music; Auguste Rodin drawings; Steichen's photographs of Rodin's Balzac; Allen Upward's New Word (book); Gramercy Park; New Theatre; Sophus Michaelis's A Son of the People (play); BG diary; BG's biography of JPM","Foner, Daria",DRF,2020/09/18,2021/04/28,"Davis, Lauren",LD,2022/07/19,2022/07/19,2022/12/18,
60,06,1910_03_08,00057,"32044150448405_043, 32044150448405_044, 32044150448405_045, 32044150448405_046, 32044150448405_047","Greene, Belle da Costa","Berenson, Bernard",BELLE,,,230-233,,10,5,"Third sheet of letter does not have I Tatti Sheet number; ""1910"" written in pencil, same hand as I Tatti sheet number",,"Hamilton, Juliet Morgan; Matthison, Edith Wynne; Gilberts; Coudert, Amalia Küssner; Mills, Weymar; Ditson, Alice",Greek literature; music,"Plaza Hotel; Euripdes' Elektra; musicale; New Theatre opera; La Bohème; Hot Springs, VA; The Homestead (Hot Springs, VA)","Foner, Daria",DRF,2020/09/18,2021/04/28,"Davis, Lauren",LD,2022/06/22,2022/06/22,2022/12/19,
60,06,1910_03_11,00058,"32044150448405_048, 32044150448405_049, 32044150448405_050, 32044150448405_051","Greene, Belle da Costa","Berenson, Bernard",MR. MORGAN'S LIBRARY / NEW YORK,"New York, NY",United States,234-235,,5,4,"""1910"" written in pencil, same hand as I Tatti sheet number",,"Morgan, J. Pierpont; Hills, Laura Coombs; Knoblauch, Mary Bookstaver; Seligmann, Jacques; Fry, Roger; Burroughs, Bryson; Ditson, Alice M.",modern art; images of BG; American art; American literature,"Morgan Library cable address; Matisse exhibition; Laura Hills miniature of BG (MLM AZ164); Gertrude Stein, Three Lives; opening of ""The Academy""; BG weight; Rome; Mauretania (ship)","Foner, Daria",DRF,2020/09/18,2021/04/28,"Palmer, Philip",PSP,2022/12/19,2022/12/19,2022/12/19,
60,06,1910_03_22,00059,"32044150448405_056, 32044150448405_057, 32044150448405_058, 32044150448405_059, 32044150448405_060, 32044150448405_061","Greene, Belle da Costa","Berenson, Bernard",BELLE,,,239-244,,12,6,"""1910"" written by BB",,"Johns, Claude Hermann Walter; Johns, Agnes Sophia Griffith; Morgan, J. Pierpont; Wierzbicki, Vincent de ",language learning; music; ancient art,"Hot Springs; Babylonian and Assyrian tablets; Queens College, Cambridge; Philadelphia; Boston; BG clothing; respectability; the English; Italy; Anatole France, La vie de Jeanne d'Arc; BG French language course; musicales and parties; Egypt","Foner, Daria",DRF,2020/09/18,2021/05/01,"Davis, Lauren",LD,2022/07/19,2022/07/19,2023/01/14,
